0;0.050909156
0.005714286;0.133708541
0.011428571;0.167883498
0.017142857;0.224651441
0.022857143;0.274975866
0.028571429;0.331576994
0.034285714;0.382237874
0.04;0.430876139
0.045714286;0.470737848
0.051428571;0.503551218
0.057142857;0.529433164
0.062857143;0.550450312
0.068571429;0.568710701
0.074285714;0.586314156
0.08;0.605129806
0.085714286;0.626685579
0.091428571;0.649329139
0.097142857;0.670920643
0.102857143;0.689657717
0.108571429;0.702403333
0.114285714;0.708876615
0.12;0.70931316
0.125714286;0.703911447
0.131428571;0.694196382
0.137142857;0.681597737
0.142857143;0.669275225
0.148571429;0.658261414
0.154285714;0.648198118
0.16;0.639071177
0.165714286;0.630991154
0.171428571;0.623029671
0.177142857;0.613600722
0.182857143;0.602046715
0.188571429;0.587459299
0.194285714;0.56996105
0.2;0.549541947
0.205714286;0.527718932
0.211428571;0.505980525
0.217142857;0.484533556
0.222857143;0.466327767
0.228571429;0.453607989
0.234285714;0.447477098
0.24;0.449094625
0.245714286;0.458999761
0.251428571;0.475879388
0.257142857;0.498323983
0.262857143;0.524258078
0.268571429;0.551287901
0.274285714;0.57707769
0.28;0.598748539
0.285714286;0.613683429
0.291428571;0.619310159
0.297142857;0.614315226
0.302857143;0.597949569
0.308571429;0.570948929
0.314285714;0.537083815
0.32;0.498987162
0.325714286;0.459101704
0.331428571;0.419954463
0.337142857;0.383886708
0.342857143;0.351551447
0.348571429;0.32427999
0.354285714;0.302327261
0.36;0.285406739
0.365714286;0.273490593
0.371428571;0.266374946
0.377142857;0.263592264
0.382857143;0.263757814
0.388571429;0.265259775
0.394285714;0.267180103
0.4;0.268481371
0.405714286;0.268667899
0.411428571;0.268831873
0.417142857;0.269746823
0.422857143;0.272286811
0.428571429;0.277149009
0.434285714;0.284050892
0.44;0.29193173
0.445714286;0.299819315
0.451428571;0.306038408
0.457142857;0.308949142
0.462857143;0.307444617
0.468571429;0.301243428
0.474285714;0.290729174
0.48;0.27712445
0.485714286;0.262326666
0.491428571;0.24752567
0.497142857;0.233475012
0.502857143;0.221821024
0.508571429;0.212853585
0.514285714;0.206966863
0.52;0.204693424
0.525714286;0.205248264
0.531428571;0.2075498
0.537142857;0.210317482
0.542857143;0.212187264
0.548571429;0.212155502
0.554285714;0.209905546
0.56;0.205362507
0.565714286;0.19873848
0.571428571;0.190424886
0.577142857;0.180993156
0.582857143;0.170595057
0.588571429;0.159743941
0.594285714;0.14941262
0.6;0.140291898
0.605714286;0.132717466
0.611428571;0.127013349
0.617142857;0.123107466
0.622857143;0.120687213
0.628571429;0.119470802
0.634285714;0.118830402
0.64;0.118283539
0.645714286;0.117503627
0.651428571;0.116224747
0.657142857;0.114444533
0.662857143;0.112262275
0.668571429;0.109808009
0.674285714;0.107123582
0.68;0.104368346
0.685714286;0.101459196
0.691428571;0.098570826
